x,numerical_real,numerical_imag,exact,error_abs
-6.2510930668332296e+00,2.4285985455193827e-09,2.1041967197888854e-10,2.4571474412290470e-09,2.1234754013631603e-10
-6.2410993129294194e+00,2.5747273046152540e-09,2.0686547716692218e-10,2.6154156900141163e-09,2.1082900737295318e-10
-6.2311055590256093e+00,2.7309037580672656e-09,2.0246692062850357e-10,2.7836001882704001e-09,2.0921225514998541e-10
-6.2211118051217991e+00,2.8977793559497394e-09,1.9724045722505287e-10,2.9623039278268794e-09,2.0752642805743108e-10
-6.2111180512179889e+00,3.0760409167334381e-09,1.9120557604366726e-10,3.1521653910570212e-09,2.0580210859277534e-10
-6.2011242973141787e+00,3.2664116184367377e-09,1.8438480641526109e-10,3.3538605660934875e-09,2.0407125050595997e-10
-6.1911305434103685e+00,3.4696530227349541e-09,1.7680439708495845e-10,3.5681050719822310e-09,2.0236748955690461e-10
-6.1811367895065583e+00,3.6865673579715913e-09,1.6849341447406442e-10,3.7956563995084316e-09,2.0072481088434317e-10
-6.1711430356027481e+00,3.9179995766175047e-09,1.5948416167429284e-10,4.0373162737099427e-09,1.9917748876316462e-10
-6.1611492816989379e+00,4.1648394144240890e-09,1.4981175841120556e-10,4.2939331443909814e-09,1.9775933372415663e-10
-6.1511555277951278e+00,4.4280252912246376e-09,1.3951416045449562e-10,4.5664048112593138e-09,1.9650214383652439e-10
-6.1411617738913176e+00,4.7085451726002228e-09,1.2863166566127266e-10,4.8556811906350489e-09,1.9543570097077480e-10
-6.1311680199875074e+00,5.0074403008508896e-09,1.1720742960067502e-10,5.1627672310193895e-09,1.9458683611479794e-10
-6.1211742660836981e+00,5.3258074697343819e-09,1.0528696618665075e-10,5.4887259851664868e-09,1.9397883368911655e-10
-6.1111805121798879e+00,5.6648025899721032e-09,9.2917736593465085e-11,5.8346818466743883e-09,1.9363023429044710e-10
-6.1011867582760777e+00,6.0256436734549571e-09,8.0149412597692094e-11,6.2018239594982850e-09,1.9355469906479647e-10
-6.0911930043722675e+00,6.4096153748240258e-09,6.7033378344667341e-11,6.5914098091973534e-09,1.9375936153233330e-10
-6.0811992504684573e+00,6.8180715264230355e-09,5.3622274144111224e-11,7.0047690051496134e-09,1.9424545515210191e-10
-6.0712054965646471e+00,7.2524393825925031e-09,3.9970024378369867e-11,7.4433072634144794e-09,1.9500807875131638e-10
-6.0612117426608370e+00,7.7142233153372939e-09,2.6132103026877654e-11,7.9085106003852819e-09,1.9603682291836271e-10
-6.0512179887570268e+00,8.2050097511736042e-09,1.2164469663060742e-11,8.4019497478601378e-09,1.9731532281370191e-10
-6.0412242348532166e+00,8.7264712245391396e-09,-1.8762792421846555e-12,8.9252848006642313e-09,1.9882242950794635e-10
-6.0312304809494064e+00,9.2803719812073834e-09,-1.5932882709594265e-11,9.4802701084869422e-09,2.0053208731101451e-10
-6.0212367270455962e+00,9.8685727475244197e-09,-2.9948684689024467e-11,1.0068759424148307e-08,2.0241449852300487e-10
-6.0112429731417860e+00,1.0493035660069785e-08,-4.3866730498499865e-11,1.0692711321086679e-08,2.0443742232566366e-10
-6.0012492192379758e+00,1.1155829998747109e-08,-5.7630470789500635e-11,1.1354194893460965e-08,2.0656694464085648e-10
-5.9912554653341665e+00,1.1859138745970768e-08,-7.1183997644086414e-11,1.2055395752890097e-08,2.0876775202489231e-10
-5.9812617114303563e+00,1.2605263978668416e-08,-8.4472129005759091e-11,1.2798622336507014e-08,2.1100472773093253e-10
-5.9712679575265462e+00,1.3396634138177909e-08,-9.7440838854238266e-11,1.3586312541690196e-08,2.1324308625507093e-10
-5.9612742036227360e+00,1.4235811576486427e-08,-1.1003727628603644e-10,1.4421040703548911e-08,2.1544844321734941e-10
-5.9512804497189258e+00,1.5125498902803083e-08,-1.2221042766952263e-10,1.5305524931984342e-08,2.1758851029854249e-10
-5.9412866958151156e+00,1.6068547007626272e-08,-1.3391064199098606e-10,1.6242634825924560e-08,2.1963294042173102e-10
-5.9312929419113054e+00,1.7067963142908682e-08,-1.4508988258856561e-10,1.7235399583143548e-08,2.2155368547620193e-10
-5.9212991880074952e+00,1.8126919682554198e-08,-1.5570241817627253e-10,1.8287016524917013e-08,2.2332541718416833e-10
-5.9113054341036850e+00,1.9248762955851604e-08,-1.6570440526134155e-10,1.9400860055652028e-08,2.2492549364337327e-10
-5.9013116801998748e+00,2.0437024152132074e-08,-1.7505458247143975e-10,2.0580491078542328e-08,2.2633352782532096e-10
-5.8913179262960647e+00,2.1695427450412513e-08,-1.8371441453338814e-10,2.1829666889261633e-08,2.2753288344736490e-10
-5.8813241723922545e+00,2.3027901242427693e-08,-1.9164764949401727e-10,2.3152351570702501e-08,2.2850974982326068e-10
-5.8713304184884443e+00,2.4438589621668843e-08,-1.9882088280736676e-10,2.4552726912808738e-08,2.2925327624497320e-10
-5.8613366645846350e+00,2.5931863030232081e-08,-2.0520366679235084e-10,2.6035203882631118e-08,2.2975612427003042e-10
