x,numerical_real,numerical_imag,exact,error_abs
-6.9906308557151782e+00,-1.5656667446064268e-10,-4.7041736005136941e-11,1.8363752778897162e-11,1.8114518845551748e-10
-6.9806371018113680e+00,-1.5311055041623102e-10,-5.9631486618772881e-11,1.9691586649123985e-11,1.8280178546917596e-10
-6.9706433479075578e+00,-1.4886098468479395e-10,-7.1997805578024832e-11,2.1113323835710884e-11,1.8459401280939431e-10
-6.9606495940037476e+00,-1.4382189460256804e-10,-8.4089868932371690e-11,2.2635449950381302e-11,1.8649169850876134e-10
-6.9506558400999374e+00,-1.3799929418124381e-10,-9.5857614578108773e-11,2.4264887358524078e-11,1.8846311809841202e-10
-6.9406620861961272e+00,-1.3140113106704820e-10,-1.0725233657395776e-10,2.6009023801257626e-11,1.9047577419776392e-10
-6.9306683322923170e+00,-1.2403753795936646e-10,-1.1822711057801059e-10,2.7875742838678671e-11,1.9249751831764184e-10
-6.9206745783885069e+00,-1.1592075453999048e-10,-1.2873643346513864e-10,2.9873456226500108e-11,1.9449684109092349e-10
-6.9106808244846967e+00,-1.0706539183833052e-10,-1.3873697248537236e-10,3.2011138344949682e-11,1.9644395837548126e-10
-6.9006870705808874e+00,-9.7487527881220029e-11,-1.4818720699011445e-10,3.4298362805858654e-11,1.9831028541081190e-10
-6.8906933166770772e+00,-8.7204973713171809e-11,-1.5704763881129589e-10,3.6745341371318399e-11,2.0006909173020117e-10
-6.8806995627732670e+00,-7.6236950694440029e-11,-1.6528111334317424e-10,3.9362965325164194e-11,2.0169577836855871e-10
-6.8707058088694568e+00,-6.4604103482514367e-11,-1.7285324826828212e-10,4.2162849446869821e-11,2.0316847116302694e-10
-6.8607120549656466e+00,-5.2328366019946758e-11,-1.7973207273489646e-10,4.5157378746231026e-11,2.0446781752197208e-10
-6.8507183010618364e+00,-3.9432530678514750e-11,-1.8588853005466512e-10,4.8359758126508574e-11,2.0557731290078865e-10
-6.8407245471580262e+00,-2.5940273942972986e-11,-1.9129649511840059e-10,5.1784065153520077e-11,2.0648346648720061e-10
-6.8307307932542161e+00,-1.1876108667780150e-11,-1.9593260704666041e-10,5.5445306118530307e-11,2.0717567278262064e-10
-6.8207370393504059e+00,2.7349231084214563e-12,-1.9977636833542782e-10,5.9359475593745413e-11,2.0764618293976833e-10
-6.8107432854465957e+00,1.7868415470674488e-11,-2.0281101187470011e-10,6.3543619690769802e-11,2.0789067034907353e-10
-6.8007495315427855e+00,3.3499192983333396e-11,-2.0502282689326218e-10,6.8015903244591926e-11,2.0790806341882035e-10
-6.7907557776389753e+00,4.9602339555550198e-11,-2.0640142112420070e-10,7.2795681158547948e-11,2.0770045194173985e-10
-6.7807620237351651e+00,6.6153617439828346e-11,-2.0694002907973147e-10,7.7903574159307805e-11,2.0727333914044456e-10
-6.7707682698313558e+00,8.3129022619526567e-11,-2.0663501118314047e-10,8.3361549225284274e-11,2.0663514201432188e-10
-6.7607745159275456e+00,1.0050579995258989e-10,-2.0548601275935248e-10,8.9193004967001155e-11,2.0579718358160962e-10
-6.7507807620237354e+00,1.1826260441780483e-10,-2.0349643958936897e-10,9.5422862253934202e-11,2.0477415546807117e-10
-6.7407870081199253e+00,1.3637954160961235e-10,-2.0067302552518501e-10,1.0207766039920161e-10,2.0358360009589349e-10
-6.7307932542161151e+00,1.5483870326323166e-10,-1.9702596426736025e-10,1.0918565923124380e-10,2.0224596664672879e-10
-6.7207995003123049e+00,1.7362375638444554e-10,-1.9256897800869768e-10,1.1677694740039118e-10,2.0078438929105981e-10
-6.7108057464084947e+00,1.9272165368418900e-10,-1.8731901995503318e-10,1.2488355728798344e-10,1.9922455310421705e-10
-6.7008119925046845e+00,2.1212153501498290e-10,-1.8129601442922818e-10,1.3353958690655735e-10,1.9759394579905074e-10
-6.6908182386008743e+00,2.3181630456851466e-10,-1.7452334711087072e-10,1.4278132920158092e-10,1.9592249877278507e-10
-6.6808244846970641e+00,2.5180193674389638e-10,-1.6702759335279449e-10,1.5264740918839520e-10,1.9424169808766890e-10
-6.6708307307932539e+00,2.7207833095992435e-10,-1.5883820849553929e-10,1.6317892938242281e-10,1.9258415340315608e-10
