x,y,numerical_real,numerical_imag,exact,error_abs
-4.5619834710743801e+00,-7.8677685950413228e+00,-1.5286457820780907e-14,5.8054145478760588e-15,6.1719442160130868e-19,1.6352293435268332e-14
-4.4297520661157028e+00,-7.8677685950413228e+00,-2.7709818239743286e-14,1.0515776891281238e-14,1.1184275379006500e-18,2.9639122365638179e-14
-4.2975206611570247e+00,-7.8677685950413228e+00,-4.9315810997563759e-14,1.8687060401022174e-14,1.9915903329707799e-18,5.2739471731618670e-14
-4.1652892561983474e+00,-7.8677685950413228e+00,-8.6313179459267551e-14,3.2695002409397314e-14,3.4849653603026286e-18,9.2301298690453500e-14
-4.0330578512396693e+00,-7.8677685950413228e+00,-1.4841537860724187e-13,5.6191241353613555e-14,5.9924334558112419e-18,1.5870210769381892e-13
-3.9008264462809916e+00,-7.8677685950413228e+00,-2.5075328095352471e-13,9.4936314375638225e-14,1.0125448582000167e-17,2.6813278385460094e-13
-3.7685950413223139e+00,-7.8677685950413228e+00,-4.1637295142307282e-13,1.5762680141349094e-13,1.6812473912185717e-17,4.4522650864704251e-13
-3.6363636363636362e+00,-7.8677685950413228e+00,-6.7939385499757727e-13,2.5718681636909209e-13,2.7431861065895568e-17,7.2646978158126010e-13
-3.5041322314049586e+00,-7.8677685950413228e+00,-1.0892812037919198e-12,4.1235592188314578e-13,4.3983037614237447e-17,1.1647603912278690e-12
-3.3719008264462809e+00,-7.8677685950413228e+00,-1.7162329370384436e-12,6.4967177712789588e-13,6.9298122031374965e-17,1.8351476181531996e-12
-3.2396694214876032e+00,-7.8677685950413228e+00,-2.6572082848635665e-12,1.0058296145475991e-12,1.0729117692403495e-16,2.8413059117540259e-12
-3.1074380165289255e+00,-7.8677685950413228e+00,-4.0426822542444968e-12,1.5303113367519526e-12,1.6323483754915797e-16,4.3227829503668804e-12
-2.9752066115702478e+00,-7.8677685950413228e+00,-6.0440253692442016e-12,2.2878786078524435e-12,2.4404391964566345e-16,6.4627843274533677e-12
-2.8429752066115701e+00,-7.8677685950413228e+00,-8.8794780559000209e-12,3.3611755182826749e-12,3.5853324369220207e-16,9.4946826547598877e-12
-2.7107438016528924e+00,-7.8677685950413228e+00,-1.2819019420495356e-11,4.8524129503394494e-12,5.1760345557248182e-16,1.3707167502772797e-11
-2.5785123966942147e+00,-7.8677685950413228e+00,-1.8185704109496792e-11,6.8838423933015080e-12,7.3429606709857978e-16,1.9445663474800349e-11
-2.4462809917355370e+00,-7.8677685950413228e+00,-2.5351872680088771e-11,9.5964786771163302e-12,1.0236501052793163e-15,2.7108333687814810e-11
-2.3140495867768593e+00,-7.8677685950413228e+00,-3.4729369576717345e-11,1.3146126238681810e-11,1.4022910654776101e-15,3.7135524092374582e-11
-2.1818181818181817e+00,-7.8677685950413228e+00,-4.6750865268919592e-11,1.7696640851725633e-11,1.8876918326532774e-15,4.9989909050168238e-11
-2.0495867768595040e+00,-7.8677685950413228e+00,-6.1842763385346821e-11,2.3409367408378974e-11,2.4970677450044572e-15,6.6127412795082490e-11
-1.9173553719008265e+00,-7.8677685950413228e+00,-8.0388628081686919e-11,3.0429531150318485e-11,3.2459053456045916e-15,8.5958186167316956e-11
-1.7851239669421488e+00,-7.8677685950413228e+00,-1.0268485710226588e-10,3.8869306113464162e-11,4.1461754489058711e-15,1.0979915460472680e-10
-1.6528925619834711e+00,-7.8677685950413228e+00,-1.2889159060824057e-10,4.8789402208887271e-11,5.2043416436471132e-15,1.3782158581388138e-10
-1.5206611570247934e+00,-7.8677685950413228e+00,-1.5898236976412621e-10,6.0179642337166216e-11,6.4193376473499034e-15,1.6999713059895300e-10
-1.3884297520661157e+00,-7.8677685950413228e+00,-1.9269915210756067e-10,7.2942453159098158e-11,7.7807406369875597e-15,2.0604990521867995e-10
-1.2561983471074381e+00,-7.8677685950413228e+00,-2.2951804525900868e-10,8.6879532193329379e-11,9.2674010212769423e-15,2.4541972286486453e-10
-1.1239669421487604e+00,-7.8677685950413228e+00,-2.6863352680182857e-10,1.0168589274726097e-10,1.0846791000358300e-14,2.8724522667381423e-10
-9.9173553719008267e-01,-7.8677685950413228e+00,-3.0896535016239172e-10,1.1695275256919674e-10,1.2475296782860738e-14,3.3037137127631365e-10
-8.5950413223140498e-01,-7.8677685950413228e+00,-3.4919311055447381e-10,1.3218015935024254e-10,1.4099600205542657e-14,3.7338622115695421e-10
-7.2727272727272729e-01,-7.8677685950413228e+00,-3.8781788624181596e-10,1.4680083385417700e-10,1.5659179734188991e-14,4.1468704317175291e-10
-5.9504132231404960e-01,-7.8677685950413228e+00,-4.2324943829272129e-10,1.6021265860266573e-10,1.7089821148422312e-14,4.5257336399538978e-10
-4.6280991735537191e-01,-7.8677685950413228e+00,-4.5391142719083115e-10,1.7181915348047314e-10,1.8327883882852693e-14,4.8535970583159889e-10
-3.3057851239669422e-01,-7.8677685950413228e+00,-4.7835721976310645e-10,1.8107261292936643e-10,1.9314942960557499e-14,5.1149916921775449e-10
-1.9834710743801653e-01,-7.8677685950413228e+00,-4.9538143502882867e-10,1.8751684266785517e-10,2.0002341304196445e-14,5.2970288882779831e-10
-6.6115702479338845e-02,-7.8677685950413228e+00,-5.0411946315146785e-10,1.9082437547932859e-10,2.0355160691443880e-14,5.3904628621751278e-10
6.6115702479338845e-02,-7.8677685950413228e+00,-5.0411943352397000e-10,1.9082445244134188e-10,2.0355160691443880e-14,5.3904628575341565e-10
