x,y,numerical_real,numerical_imag,density
-9.2561983471074427e-01,-1.4413223140495868e+01,4.4864903715387003e-06,-2.1844257449623207e-05,4.9730017937932844e-10
-6.6115702479338800e-01,-1.4413223140495868e+01,6.5122288070339348e-06,-4.3611645152158951e-06,6.1428879963940911e-11
-3.9669421487603174e-01,-1.4413223140495868e+01,9.1182818860514439e-06,6.5105650606913998e-06,1.2553052196298949e-10
-1.3223140495867725e-01,-1.4413223140495868e+01,6.6113690134016826e-06,-8.3031402246023204e-06,1.1265233782077701e-10
1.3223140495867725e-01,-1.4413223140495868e+01,6.5923361374427658e-06,-8.3046954066700962e-06,1.1242686154660119e-10
3.9669421487603529e-01,-1.4413223140495868e+01,9.2277309942255083e-06,6.5156703161608529e-06,1.2760497897068975e-10
6.6115702479338978e-01,-1.4413223140495868e+01,6.3383609525907707e-06,-4.3854694456152786e-06,5.9407161823752557e-11
9.2561983471074427e-01,-1.4413223140495868e+01,4.4842055416711642e-06,-2.1844374696340473e-05,4.9728480521407431e-10
1.1900826446280988e+00,-1.4413223140495868e+01,4.4460359706340534e-06,-1.8161314307453410e-05,3.4960057322628384e-10
1.4545454545454533e+00,-1.4413223140495868e+01,4.5245859311137597e-06,-6.6175354946173947e-06,6.4263653870553649e-11
1.7190082644628113e+00,-1.4413223140495868e+01,4.0903309484337017e-06,4.0780304426566788e-07,1.6897110590626894e-11
1.9834710743801658e+00,-1.4413223140495868e+01,3.4471107784387452e-06,2.9841539166021331e-06,2.0787747316800421e-11
2.2479338842975203e+00,-1.4413223140495868e+01,2.5711648307094830e-06,4.6041843783701320e-06,2.7809402376704884e-11
2.5123966942148783e+00,-1.4413223140495868e+01,1.8995770625750217e-06,3.5394873588202128e-06,1.6136363779909234e-11
2.7768595041322328e+00,-1.4413223140495868e+01,1.1153561317426350e-06,3.1657334574935121e-06,1.1265887624509721e-11
3.0413223140495873e+00,-1.4413223140495868e+01,7.9351560195888678e-07,2.0224043927138850e-06,4.7197865382205931e-12
3.3057851239669418e+00,-1.4413223140495868e+01,3.1949874229876828e-07,1.8118756489074412e-06,3.3849728134342555e-12
3.5702479338842963e+00,-1.4413223140495868e+01,3.9015850982393027e-07,1.4644448997046510e-06,2.2968225270589949e-12
3.8347107438016543e+00,-1.4413223140495868e+01,1.2296192484077343e-07,1.4826613914486512e-06,2.2134044366529985e-12
4.0991735537190088e+00,-1.4413223140495868e+01,1.5700622619555465e-07,9.1509995071288226e-07,8.6205887485888929e-13
4.3636363636363633e+00,-1.4413223140495868e+01,-8.4864996181084088e-08,8.8371903169992313e-07,7.8816139456546523e-13
4.6280991735537214e+00,-1.4413223140495868e+01,1.0040965753764978e-07,7.1918635386447788e-07,5.2731111091171017e-13
4.8925619834710758e+00,-1.4413223140495868e+01,-1.9142028134878091e-08,8.6984598413966754e-07,7.5699845336502316e-13
5.1570247933884303e+00,-1.4413223140495868e+01,1.1186932072915026e-07,6.6518169182536963e-07,4.5498142806006255e-13
5.4214876033057848e+00,-1.4413223140495868e+01,-3.2785202089494156e-08,6.9547348325073245e-07,4.8475823538095587e-13
5.6859504132231393e+00,-1.4413223140495868e+01,8.9543106592460832e-08,5.2781854468489642e-07,2.8661038405151078e-13
5.9504132231404974e+00,-1.4413223140495868e+01,2.0063025644480199e-08,6.4420416633433204e-07,4.1540153292052280e-13
6.2148760330578519e+00,-1.4413223140495868e+01,7.1442514930503515e-08,4.7072402083866457e-07,2.2668513673411472e-13
6.4793388429752063e+00,-1.4413223140495868e+01,-3.2741333977358342e-08,4.9383311141848275e-07,2.4494313688387652e-13
6.7438016528925644e+00,-1.4413223140495868e+01,4.4061140523387596e-10,3.4370031891407992e-07,1.1813010336005067e-13
7.0082644628099189e+00,-1.4413223140495868e+01,-1.3633484703874449e-08,4.2606830303773022e-07,1.8172007075862189e-13
7.2727272727272734e+00,-1.4413223140495868e+01,-1.3413392813592255e-08,3.0411169884017114e-07,9.2663844478226674e-14
7.5371900826446279e+00,-1.4413223140495868e+01,-4.6017379137724149e-08,3.3065195261208909e-07,1.1144831294889225e-13
7.8016528925619824e+00,-1.4413223140495868e+01,-4.9070943346874287e-08,2.6820117914572029e-07,7.4339829976106887e-14
8.0661157024793404e+00,-1.4413223140495868e+01,2.5507255856607341e-09,3.4637995384357340e-07,1.1998557862568938e-13
8.3305785123966949e+00,-1.4413223140495868e+01,-4.4667129392903893e-08,3.0116637408756194e-07,9.2696337329251731e-14
8.5950413223140494e+00,-1.4413223140495868e+01,-3.5903678881117710e-08,2.8839602279302812e-07,8.4461340120035220e-14
8.8595041322314074e+00,-1.4413223140495868e+01,-6.3758524874233110e-08,2.8858569841327513e-07,8.7346854822815990e-14
9.1239669421487619e+00,-1.4413223140495868e+01,2.6180327498783714e-08,2.9533452691142788e-07,8.7907892333940487e-14
9.3884297520661164e+00,-1.4413223140495868e+01,-3.1105762858780974e-08,3.0526084014026850e-07,9.4151749006169273e-14
9.6528925619834709e+00,-1.4413223140495868e+01,8.7123075760442102e-09,2.4760899905714259e-07,6.1386120717379639e-14
9.9173553719008254e+00,-1.4413223140495868e+01,-6.8290128165153593e-09,3.0150860473721991e-07,9.0954074146633243e-14
1.0181818181818183e+01,-1.4413223140495868e+01,7.7668629475563918e-08,2.6171353487407833e-07,7.4526390340897839e-14
1.0446280991735538e+01,-1.4413223140495868e+01,8.6588598386925229e-09,3.0091839638105829e-07,9.0626857134253832e-14
1.0710743801652892e+01,-1.4413223140495868e+01,1.1175330452508933e-08,2.0460888973664573e-07,4.1989685769985622e-14
1.0975206611570250e+01,-1.4413223140495868e+01,-4.4174249016507966e-09,2.6956391206018036e-07,7.2684216327950365e-14
1.1239669421487605e+01,-1.4413223140495868e+01,2.1789293437575058e-08,1.8848827067858849e-07,3.6002601491913595e-14
1.1504132231404959e+01,-1.4413223140495868e+01,-2.8698496617066410e-08,2.4064271577013534e-07,5.8732520361305925e-14
1.1768595041322314e+01,-1.4413223140495868e+01,-4.3751636836574933e-08,1.5512190738977524e-07,2.5977011878121547e-14
1.2033057851239668e+01,-1.4413223140495868e+01,-2.4000434103689710e-09,2.3125928555104657e-07,5.3486617361952151e-14
1.2297520661157026e+01,-1.4413223140495868e+01,-3.4695876533734227e-09,1.7530380090617830e-07,3.0743460650637447e-14
1.2561983471074381e+01,-1.4413223140495868e+01,-2.5807461378838237e-08,2.1856769518921364e-07,4.8437862443145232e-14
