x,y,numerical_real,numerical_imag,exact,error_abs
7.8677685950413228e+00,-8.0000000000000000e+00,5.6475800542076599e-18,1.3723484252647038e-17,2.5834515846411789e-28,1.4840120636248797e-17
-8.0000000000000000e+00,-7.8677685950413228e+00,1.4697025502252719e-17,9.1460547334999014e-18,2.5834515846411789e-28,1.7310484562670361e-17
-7.8677685950413228e+00,-7.8677685950413228e+00,9.8515857596232245e-18,8.9647346619732805e-18,7.3760258863813090e-28,1.3319917774681014e-17
-7.7355371900826446e+00,-7.8677685950413228e+00,-3.3145700029935815e-17,3.3234838919458493e-18,2.0694304526674837e-27,3.3311904415564357e-17
-7.6033057851239665e+00,-7.8677685950413228e+00,-6.4804587724484225e-17,3.3836454759436277e-18,5.7053926372669468e-27,6.4892862840120678e-17
-7.4710743801652892e+00,-7.8677685950413228e+00,-8.6556002622106005e-17,9.6147642445122768e-18,1.5457047348016996e-26,8.7088376285652344e-17
-7.3388429752066120e+00,-7.8677685950413228e+00,-7.9374126120617412e-17,-2.4067009395544568e-18,4.1150378617232938e-26,7.9410604539675189e-17
-7.2066115702479339e+00,-7.8677685950413228e+00,-4.5232849063162226e-17,4.7092677966836559e-18,1.0765332098151455e-25,4.5477333335307058e-17
-7.0743801652892557e+00,-7.8677685950413228e+00,-6.3094317465038216e-18,3.4597546351125277e-17,2.7674980689706564e-25,3.5168155282504087e-17
-6.9421487603305785e+00,-7.8677685950413228e+00,-1.5059544880364720e-17,4.0999202772788547e-17,6.9912288650206219e-25,4.3677506122315369e-17
-6.8099173553719012e+00,-7.8677685950413228e+00,-4.2853390306342370e-18,5.7601508787544739e-17,1.7355055649863823e-24,5.7760695633653285e-17
-6.6776859504132231e+00,-7.8677685950413228e+00,-4.2808322461759394e-17,3.1207486302788904e-17,4.2335510398064802e-24,5.2976032654316279e-17
-6.5454545454545450e+00,-7.8677685950413228e+00,-7.3487218019770227e-17,1.2932556250781315e-17,1.0148220328971943e-23,7.4616511007912509e-17
-6.4132231404958677e+00,-7.8677685950413228e+00,-1.4555252854411367e-16,7.4160244349517277e-18,2.3904588584129023e-23,1.4574135632260331e-16
-6.2809917355371905e+00,-7.8677685950413228e+00,-2.5935470771008836e-16,2.1962781073259025e-17,5.5332329913458886e-23,2.6028303222696026e-16
-6.1487603305785123e+00,-7.8677685950413228e+00,-5.6140240048921887e-16,9.1874738061978111e-17,1.2585861263101299e-22,5.6887060398976915e-16
-6.0165289256198342e+00,-7.8677685950413228e+00,-1.2632145186981439e-15,2.3612903030002858e-16,2.8131521437206421e-22,1.2850947630129151e-15
-5.8842975206611570e+00,-7.8677685950413228e+00,-2.8008653720950285e-15,5.2760837037261254e-16,6.1788805516720195e-22,2.8501264684801556e-15
-5.7520661157024797e+00,-7.8677685950413228e+00,-6.1103852975217125e-15,1.0930427002829471e-15,1.3336217715047676e-21,6.2073800533476964e-15
-5.6198347107438016e+00,-7.8677685950413228e+00,-1.2988672341137196e-14,2.2569253166297348e-15,2.8285369222057300e-21,1.3183299835327770e-14
-5.4876033057851235e+00,-7.8677685950413228e+00,-2.7017371833240864e-14,4.6651646840836807e-15,5.8951834704037789e-21,2.7417192796673783e-14
-5.3553719008264462e+00,-7.8677685950413228e+00,-5.5247832642141691e-14,9.5184911525943635e-15,1.2073664334619696e-20,5.6061805354125308e-14
-5.2231404958677690e+00,-7.8677685950413228e+00,-1.1110737473935202e-13,1.9178208718356482e-14,2.4298930999874016e-20,1.1275042266305301e-13
